"sample_id","file","fh_null_mean_mse","fh_full_mean_mse","bhf_mean_mse","fh_null_ok","fh_full_ok","bhf_ok","bhf_dropped_predictors","error_msg"
"sample_157","../../data_raw/samples/transformed-2/sample_157.RDS",0.864551483238348,0.469050697957246,0.315500023793582,TRUE,TRUE,TRUE,"",NA
"sample_158","../../data_raw/samples/transformed-2/sample_158.RDS",0.819780524847231,0.400739758804056,0.277400367638519,TRUE,TRUE,TRUE,"",NA
"sample_159","../../data_raw/samples/transformed-2/sample_159.RDS",0.82303074476205,0.298229749778958,0.318419100899323,TRUE,TRUE,TRUE,"ocu_military",NA
"sample_160","../../data_raw/samples/transformed-2/sample_160.RDS",0.800250441430582,0.514166909214268,0.336254126489588,TRUE,TRUE,TRUE,"",NA
"sample_161","../../data_raw/samples/transformed-2/sample_161.RDS",0.826724318919122,0.442971263242192,0.340510142821469,TRUE,TRUE,TRUE,"",NA
"sample_162","../../data_raw/samples/transformed-2/sample_162.RDS",0.844802477384148,0.334893485207307,0.255228633104016,TRUE,TRUE,TRUE,"",NA
"sample_163","../../data_raw/samples/transformed-2/sample_163.RDS",0.79356200957759,0.379936013056201,0.222939732446352,TRUE,TRUE,TRUE,"",NA
"sample_164","../../data_raw/samples/transformed-2/sample_164.RDS",0.855170048637116,0.378016890674766,0.284767085766037,TRUE,TRUE,TRUE,"",NA
"sample_165","../../data_raw/samples/transformed-2/sample_165.RDS",0.845482275381189,0.528537583181811,0.34774161258816,TRUE,TRUE,TRUE,"",NA
"sample_166","../../data_raw/samples/transformed-2/sample_166.RDS",0.875120251191673,0.578226210207152,0.334486062991186,TRUE,TRUE,TRUE,"",NA
"sample_167","../../data_raw/samples/transformed-2/sample_167.RDS",0.824180267696804,0.370663209081614,0.356586480300301,TRUE,TRUE,TRUE,"",NA
"sample_168","../../data_raw/samples/transformed-2/sample_168.RDS",0.875452542888171,0.424299653837988,0.27583101511199,TRUE,TRUE,TRUE,"",NA
"sample_169","../../data_raw/samples/transformed-2/sample_169.RDS",0.812011472614084,0.472844197917903,0.34725075357734,TRUE,TRUE,TRUE,"",NA
"sample_170","../../data_raw/samples/transformed-2/sample_170.RDS",0.811905200656979,0.335202151356588,0.27090327082192,TRUE,TRUE,TRUE,"",NA
"sample_171","../../data_raw/samples/transformed-2/sample_171.RDS",0.850340710963992,0.369969207948769,0.235090696338829,TRUE,TRUE,TRUE,"",NA
"sample_172","../../data_raw/samples/transformed-2/sample_172.RDS",0.759045359602412,0.199382709567691,0.332843012137259,TRUE,TRUE,TRUE,"",NA
"sample_173","../../data_raw/samples/transformed-2/sample_173.RDS",0.862813167824792,0.52009447902592,0.286704832022513,TRUE,TRUE,TRUE,"",NA
"sample_174","../../data_raw/samples/transformed-2/sample_174.RDS",0.882989977092239,0.405562289674229,0.300149667129059,TRUE,TRUE,TRUE,"",NA
"sample_175","../../data_raw/samples/transformed-2/sample_175.RDS",0.78800005419498,0.270600180176871,0.271178874554082,TRUE,TRUE,TRUE,"",NA
"sample_176","../../data_raw/samples/transformed-2/sample_176.RDS",0.833247779978792,0.36939164971458,0.302936140972533,TRUE,TRUE,TRUE,"",NA
